vec,deltachi,delta,deltahmix,deltasmix,phase
4.6,0.113,7.48,-1.28,11.08,SS
7.28,0.13,6.16,-15.07,14.5,SS
8.14,0.133,5.7,-6.75,14.87,SS+IM
8.26,0.14300000000000002,3.72,-3.58,10.79,SS
7.8,0.11,4.12,-7.99,12.97,SS
6.91,0.134,6.72,-17.91,14.7,SS+IM
7.5,0.141,5.49,-12.0,14.9,SS
7.85,0.139,3.91,-5.85,14.12,SS+IM
5.5,0.364,2.31,-6.5,11.53,SS
8.09,0.122,4.89,-10.74,12.86,SS
6.54,0.131,6.62,-8.61,12.63,SS+IM
7.8,0.14300000000000002,3.44,-8.96,13.38,SS+IM
7.4,0.142,6.68,-16.32,13.38,SS
8.88,0.126,2.75,3.88,12.97,SS
7.31,0.11900000000000001,5.56,-11.65,13.37,SS
8.0,0.11599999999999999,4.92,-3.61,14.87,SS
8.27,0.107,5.43,-5.29,13.25,SS+IM
7.8,0.113,4.4,-8.93,13.44,SS
7.96,0.138,3.45,-4.6,13.66,SS
7.86,0.156,3.5,-4.58,13.36,SS+IM
7.79,0.122,5.29,-2.81,13.35,SS
7.82,0.139,4.01,-6.15,14.2,SS+IM
8.4,0.142,3.2,2.72,13.38,SS
8.81,0.135,6.03,1.83,14.22,SS+IM
7.6,0.12300000000000001,5.69,-6.24,14.85,SS+IM
8.67,0.163,3.73,-5.78,9.13,SS
7.4,0.122,5.71,-7.92,14.53,IM
5.88,0.161,8.29,-14.0,13.86,IM
7.0,0.14,6.34,-13.94,17.29,SS
8.0,0.11599999999999999,5.44,-5.02,14.7,SS+IM
7.0,0.149,6.59,-13.28,13.38,SS+IM
7.42,0.126,5.89,-5.0,13.36,SS+IM
7.83,0.163,5.17,-9.96,14.39,SS+IM
7.89,0.12,5.07,-2.14,13.31,SS
6.82,0.125,6.36,-14.28,13.25,IM
8.0,0.195,4.21,-4.0,13.38,SS+IM
8.25,0.09699999999999999,0.3,-3.75,11.53,SS
4.8,0.275,6.85,-2.72,13.38,SS
7.33,0.275,10.85,-15.78,14.9,IM
7.8,0.109,5.8,-11.95,11.47,SS+IM
2.8,0.225,5.16,-0.4,12.95,SS
8.09,0.127,2.38,-4.16,12.83,SS
7.36,0.14800000000000002,5.68,-9.52,17.89,SS
7.33,0.152,6.29,-13.45,14.9,SS
4.2,0.081,3.48,-15.12,12.51,SS
4.78,0.29,6.55,-2.67,13.14,SS
7.91,0.14300000000000002,4.66,-1.92,14.7,SS
7.6,0.124,5.63,-4.0,13.38,SS+IM
8.06,0.115,1.91,-4.07,12.63,SS
7.13,0.147,5.77,-11.78,14.43,SS+IM
8.36,0.11599999999999999,4.49,-3.26,12.72,SS
8.17,0.152,6.58,-17.9,14.9,SS
3.84,0.267,5.68,-3.89,12.31,SS+IM
8.5,0.146,3.38,4.69,12.97,SS
8.43,0.155,3.57,-0.49,12.89,SS
6.62,0.188,6.02,-11.14,13.35,IM
8.14,0.09699999999999999,5.12,-9.47,11.24,SS+IM
5.78,0.203,10.31,-20.91,14.35,IM
7.73,0.111,4.38,-8.58,13.07,SS+IM
7.18,0.128,6.18,-6.21,13.25,SS+IM
8.43,0.09699999999999999,4.97,-4.98,12.27,SS
8.02,0.109,3.74,-8.42,12.84,SS+IM
6.06,0.177,8.95,-16.97,14.74,IM
6.41,0.166,7.89,-16.05,14.59,IM
7.7,0.11900000000000001,5.7,-8.32,14.53,SS+IM
8.17,0.10099999999999999,2.3,-5.47,12.21,SS+IM
7.23,0.146,5.51,-9.7,14.23,SS+IM
6.72,0.131,6.57,-10.28,14.0,IM
7.86,0.138,3.29,-5.3,14.34,SS
4.79,0.282,6.73,-2.7,13.33,SS
7.46,0.129,14.1,-11.02,16.0,IM
6.45,0.127,6.71,-15.58,12.92,SS+IM
7.09,0.134,6.58,-15.5,15.55,SS
3.35,0.17300000000000001,3.91,-0.53,6.47,SS+IM
6.28,0.177,8.71,-17.54,14.83,IM
7.17,0.152,5.63,-10.5,14.53,SS+IM
7.96,0.11699999999999999,4.36,-8.9,12.83,SS+IM
6.92,0.141,6.91,-12.25,14.78,SS+IM
7.5,0.136,3.29,-7.56,14.9,SS
6.91,0.25,13.17,-25.25,14.7,SS+IM
4.34,0.107,5.3,-4.86,13.46,SS
7.77,0.133,5.3,-4.48,15.6,SS
7.18,0.131,5.78,-12.14,13.92,SS
3.0,0.055999999999999994,1.37,0.0,13.38,SS
7.93,0.11,4.88,-7.25,13.48,SS
7.02,0.165,5.85,-12.32,14.61,IM
7.0,0.158,5.6,-10.84,14.53,IM
7.75,0.12300000000000001,11.67,-8.01,15.92,SS+IM
8.95,0.135,4.15,1.78,13.71,SS+IM
7.54,0.12,5.51,-7.93,14.7,SS+IM
7.73,0.138,3.3,-6.21,14.7,SS+IM
5.71,0.205,10.38,-21.06,14.15,IM
7.97,0.138,3.41,-4.5,13.61,SS
7.77,0.121,4.04,-5.25,16.0,SS+IM
6.9,0.165,5.93,-11.72,14.53,SS+IM
7.58,0.11599999999999999,5.37,-7.14,14.53,SS+IM
4.6,0.228,8.68,-34.08,13.38,IM
6.46,0.146,7.5,-23.9,14.78,SS+IM
7.67,0.11800000000000001,5.33,-7.84,14.53,SS+IM
6.6,0.266,10.34,-27.36,13.38,SS
7.95,0.11199999999999999,4.21,-9.69,13.03,SS+IM
7.5,0.105,6.58,-20.45,14.9,SS
7.4,0.124,3.89,-7.08,15.6,SS
7.08,0.133,6.54,-17.17,14.53,SS
7.73,0.13699999999999998,6.26,-10.11,15.99,SS+IM
7.38,0.14800000000000002,5.44,-10.69,14.23,SS+IM
7.5,0.124,5.69,-3.4,13.35,SS+IM
4.3,0.218,5.04,-16.84,14.53,SS
6.75,0.122,6.26,-13.25,11.53,SS+IM
8.07,0.11800000000000001,5.06,-8.45,13.87,SS+IM
7.5,0.149,5.5,-8.13,17.29,SS+IM
6.3,0.196,9.63,-20.74,14.59,IM
7.7,0.12,5.38,-11.94,12.91,SS+IM
4.83,0.251,7.07,-2.67,12.98,SS
6.8,0.14300000000000002,5.56,-15.96,15.69,SS
7.72,0.14,5.18,-5.64,16.18,SS+IM
7.75,0.138,6.25,-15.61,13.21,SS+IM
7.69,0.122,4.01,-5.73,15.97,SS
4.25,0.13,4.87,2.5,11.53,SS
4.5,0.11699999999999999,7.05,-0.25,11.53,SS
8.89,0.038,8.95,5.33,13.14,SS+IM
7.42,0.11699999999999999,5.3,-10.9,13.33,SS+IM
7.22,0.152,7.21,-15.86,15.72,SS+IM
4.56,0.05,3.74,-8.39,13.14,SS
6.83,0.13,6.47,-7.67,12.98,SS+IM
9.41,0.032,3.94,5.07,12.05,SS+IM
7.91,0.125,5.34,-12.4,13.67,SS
7.33,0.156,3.1,-15.17,14.9,SS
4.34,0.10300000000000001,4.84,-4.41,12.63,SS
7.0,0.129,5.16,-7.26,12.66,SS
7.63,0.13,5.61,-12.25,12.97,SS+IM
7.0,0.11699999999999999,5.87,-6.12,13.14,SS+IM
7.77,0.115,5.17,-7.67,14.23,SS
7.61,0.11199999999999999,5.24,-6.48,14.23,SS+IM
7.43,0.14800000000000002,5.59,-8.85,17.69,SS
7.83,0.11900000000000001,5.28,-4.78,14.9,SS+IM
7.09,0.159,5.76,-11.44,14.7,SS+IM
7.6,0.139,6.46,-16.96,13.97,SS+IM
8.97,0.135,3.8,1.77,13.61,SS
8.83,0.196,4.69,-6.11,12.98,SS
4.9,0.22,8.04,-4.92,14.53,SS+IM
9.0,0.033,0.33,-1.33,9.13,SS
7.95,0.11800000000000001,4.09,-4.08,15.92,SS+IM
8.07,0.136,3.17,-4.12,13.3,SS
7.0,0.12300000000000001,6.12,-13.43,13.35,IM
7.17,0.125,6.11,-10.14,14.53,IM
8.21,0.106,3.58,-2.82,14.27,SS+IM
7.5,0.147,6.99,-16.9,14.9,SS+IM
7.15,0.147,5.9,-11.48,18.21,SS+IM
7.39,0.12300000000000001,5.76,-2.68,13.24,SS+IM
6.23,0.127,6.84,-16.09,12.63,IM
9.37,0.033,4.61,5.09,12.2,SS+IM
6.23,0.191,9.45,-19.64,14.83,IM
3.7,0.16699999999999998,3.85,-1.14,6.47,SS+IM
4.4,0.332,5.89,-6.08,13.38,SS+IM
7.87,0.139,3.84,-5.65,14.06,SS+IM
7.84,0.126,5.6,-6.78,13.02,SS
7.08,0.19,9.67,-18.14,14.22,SS+IM
7.53,0.124,3.95,-6.5,15.82,SS
6.71,0.147,6.2,-12.65,12.57,SS+IM
4.86,0.23199999999999998,7.06,-2.53,12.27,SS
6.92,0.156,5.45,-10.27,14.23,IM
7.14,0.16,8.01,-15.35,13.92,SS+IM
7.0,0.11900000000000001,5.39,-11.0,12.98,IM
7.6,0.11699999999999999,5.17,-8.47,14.32,SS
7.94,0.106,3.48,-6.75,12.71,SS
6.84,0.20199999999999999,11.46,-18.31,16.0,SS+IM
8.05,0.11900000000000001,5.92,-4.94,12.57,SS+IM
8.2,0.11599999999999999,4.93,-8.39,13.48,IM
8.13,0.10400000000000001,2.77,-6.28,12.42,SS+IM
7.44,0.099,3.2,-4.89,9.6,SS
7.24,0.10300000000000001,4.28,-6.52,10.18,IM
7.08,0.121,6.02,-16.39,14.22,SS
7.5,0.131,3.6,-2.13,10.98,SS+IM
7.29,0.14300000000000002,6.78,-13.8,16.18,SS+IM
6.86,0.13699999999999998,6.79,-11.11,14.53,SS+IM
8.62,0.032,2.03,-11.83,10.69,SS
7.11,0.125,5.95,-9.53,14.48,SS+IM
6.0,0.18,9.04,-18.5,14.78,IM
8.44,0.11800000000000001,2.59,-3.51,12.66,SS
7.77,0.11,4.22,-8.22,13.01,SS
4.75,0.124,8.78,-5.0,11.53,SS+IM
3.8,0.163,10.95,-14.88,13.38,IM
7.5,0.14300000000000002,5.39,-5.11,14.9,SS
7.64,0.131,5.97,-10.84,15.74,SS
6.91,0.127,6.5,-18.02,14.85,SS+IM
8.4,0.10300000000000001,3.25,-0.71,14.32,SS
7.61,0.12300000000000001,3.98,-6.14,15.91,SS
9.43,0.032,3.4,5.05,11.93,SS+IM
7.64,0.11900000000000001,5.43,-3.9,14.7,SS+IM
8.11,0.142,3.37,0.1,13.14,SS
7.86,0.11900000000000001,4.07,-4.71,15.99,SS+IM
5.73,0.17,8.6,-17.81,14.21,IM
7.0,0.142,7.04,-19.57,14.7,SS+IM
8.12,0.11900000000000001,4.93,-4.15,15.44,SS
7.5,0.138,4.05,-0.96,9.92,SS
7.47,0.127,6.05,-15.04,13.48,SS
7.61,0.13699999999999998,3.29,-6.95,14.85,SS+IM
7.29,0.11599999999999999,6.12,-18.87,16.18,SS
7.84,0.11900000000000001,3.9,-7.26,13.44,SS
7.51,0.145,6.76,-12.89,15.97,SS+IM
8.9,0.135,4.89,1.8,13.92,SS+IM
7.17,0.151,6.9,-16.67,14.9,SS
5.4,0.34299999999999997,3.15,-4.64,13.38,SS
8.25,0.125,5.85,-8.0,11.53,SS
8.23,0.114,4.18,0.29,13.01,SS
7.12,0.105,4.78,-7.44,10.43,IM
6.67,0.172,6.11,-11.85,13.14,SS+IM
8.77,0.10400000000000001,2.94,0.12,12.01,SS
3.0,0.059000000000000004,5.07,0.0,13.38,SS
8.6,0.175,4.04,-5.6,13.38,SS
8.25,0.147,3.32,4.5,12.97,SS
4.3,0.1,4.93,-8.62,13.78,SS
8.1,0.14300000000000002,4.21,-0.27,14.43,SS
7.5,0.125,5.66,-8.92,14.53,SS
7.0,0.145,7.01,-13.67,14.9,SS+IM
7.11,0.153,5.76,-11.61,14.59,SS+IM
6.96,0.12,6.21,-19.84,14.59,SS
8.33,0.10400000000000001,5.27,-5.22,12.98,SS+IM
7.5,0.11800000000000001,6.24,-13.75,11.53,IM
8.05,0.115,4.12,-3.34,15.76,SS
6.96,0.13,6.38,-7.16,13.1,SS+IM
8.2,0.136,3.15,4.16,13.38,SS
6.62,0.126,6.58,-15.05,13.1,SS+IM
7.0,0.11800000000000001,6.36,-22.57,16.0,SS
8.33,0.13,2.57,-4.84,12.66,SS
7.89,0.139,3.73,-5.35,13.96,SS+IM
7.86,0.139,3.88,-5.75,14.09,SS+IM
7.22,0.124,5.92,-7.7,13.14,SS+IM
7.4,0.11800000000000001,5.58,-2.56,13.38,SS+IM
7.02,0.213,11.02,-20.71,14.43,SS+IM
9.0,0.135,3.18,1.76,13.38,SS
6.67,0.141,7.22,-21.56,14.9,SS+IM
8.55,0.095,0.84,0.49,13.14,SS
7.9,0.11599999999999999,5.55,-17.43,11.64,SS+IM
4.4,0.048,3.57,-13.44,13.38,SS
5.92,0.165,8.47,-14.74,14.15,IM
6.63,0.131,6.61,-10.56,13.86,IM
7.37,0.11800000000000001,5.41,-11.21,13.35,SS+IM
7.82,0.124,5.4,-5.55,14.7,SS+IM
8.25,0.044000000000000004,1.08,-8.75,11.53,SS
7.68,0.139,5.08,-3.31,14.73,SS
7.85,0.132,5.92,-8.4,15.92,SS
8.11,0.11599999999999999,4.53,-0.59,13.14,SS
6.0,0.127,6.92,-16.41,12.27,IM
7.38,0.121,5.64,-9.94,14.34,SS
7.33,0.157,6.09,-12.74,13.14,IM
8.34,0.129,6.59,2.0,14.9,SS+IM
8.0,0.127,5.46,-7.28,15.55,SS
8.12,0.10099999999999999,2.3,-5.05,12.2,SS
9.5,0.031,1.14,5.0,11.53,SS
6.84,0.128,6.46,-11.59,14.23,IM
7.23,0.131,6.36,-16.42,14.23,SS
6.2,0.248,10.43,-15.84,13.38,SS
5.97,0.19699999999999998,9.94,-20.11,14.74,IM
6.17,0.18600000000000003,9.27,-18.67,14.9,IM
7.9,0.139,3.69,-5.24,13.92,SS+IM
7.2,0.159,5.92,-12.08,14.53,IM
4.8,0.275,6.85,-2.72,13.38,SS
7.8,0.146,3.73,-4.04,12.95,SS+IM
7.61,0.141,6.54,-11.59,16.0,SS+IM
8.0,0.031,3.05,-24.96,11.47,SS+IM
6.36,0.192,9.51,-18.57,14.7,IM
6.68,0.222,12.88,-19.0,16.16,SS+IM
4.82,0.262,7.01,-2.71,13.25,SS
6.46,0.342,19.29,-39.66,14.78,SS+IM
8.48,0.10800000000000001,3.21,2.31,12.57,SS
8.2,0.111,5.61,-5.28,13.38,SS+IM
7.16,0.122,5.92,-13.32,13.92,SS+IM
